City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,pontes e lacerda,-15.2261,-59.3353,302.78,57,97,0.62,BR,1704057407
280,bowen,-20.0167,148.2333,300.78,75,62,5.81,AU,1704057408
281,albacete,38.8333,-2.0,281.6,76,75,1.54,ES,1704057408
282,anadyr,64.75,177.4833,262.43,62,0,3.0,RU,1704057408
283,gebeit,21.0667,36.3167,289.72,68,0,2.07,SD,1704057408
284,suileng,47.25,127.0833,253.21,90,100,3.46,CN,1704057408
285,buruenesti,45.3167,26.35,279.68,84,8,0.79,RO,1704057409
286,petropavlovsk-kamchatsky,53.0452,158.6483,253.58,72,0,6.26,RU,1704057409
287,aasiaat,68.7098,-52.8699,258.95,65,43,8.55,GL,1704057409
288,machina,13.1364,10.0492,294.01,16,3,4.44,NG,1704057409
289,segezha,63.7415,34.3222,251.72,85,20,3.99,RU,1704057409
290,hanzhong,33.0728,107.0303,282.74,61,100,1.16,CN,1704057409
291,birmitrapur,22.4,84.7667,287.9,73,0,0.85,IN,1704057409
292,jandiala guru,31.5614,75.0267,283.11,50,0,0.74,IN,1704057410
293,gamba,-2.65,10.0,298.93,89,100,3.01,GA,1704057410
294,punta arenas,-53.15,-70.9167,287.21,44,75,7.72,CL,1704057410
295,bardai,11.65,7.2333,293.1,21,6,3.66,NG,1704057410
296,north lakhimpur,27.2333,94.1167,287.46,53,0,1.62,IN,1704057410
297,susuman,62.7833,148.1667,238.14,100,100,0.45,RU,1704057410
298,port hedland,-20.3167,118.5667,300.18,83,9,3.6,AU,1704057411
299,tazacorte,28.629,-17.9293,291.57,63,0,2.57,ES,1704057411
300,tolanaro,-25.0319,46.9987,296.96,96,100,4.81,MG,1704057411
301,troitsko-pechorsk,62.7084,56.1964,240.2,99,52,1.79,RU,1704057411
302,argo,37.6333,22.7333,284.7,80,99,0.91,GR,1704057411
303,igarka,67.4667,86.5833,253.03,98,97,4.03,RU,1704057131
304,ta`u,-14.2336,-169.5144,301.24,80,82,5.07,AS,1704057411
305,carutapera,-1.195,-46.02,300.06,82,100,2.77,BR,1704057412
306,sur,22.5667,59.5289,294.82,64,0,1.55,OM,1704057412
307,sitka,57.0531,-135.33,277.09,70,100,0.0,US,1704057360
308,vorgashor,67.5833,63.95,243.95,98,53,2.13,RU,1704057412
309,new shagunnu,10.3396,4.4688,300.54,33,7,2.96,NG,1704057412
310,mukalla,14.5425,49.1242,296.01,81,24,1.53,YE,1704057412
311,the pas,53.8251,-101.2541,275.16,51,75,5.14,CA,1704057413
312,kidal,18.4411,1.4078,295.29,13,0,4.12,ML,1704057413
313,makaha,21.4694,-158.2175,301.1,53,0,5.14,US,1704057413
314,tabuk,17.4189,121.4443,295.72,95,91,1.36,PH,1704057413
315,saranac lake,44.3295,-74.1313,270.31,89,100,1.54,US,1704057413
316,fortaleza,-3.7227,-38.5247,302.63,80,40,4.12,BR,1704057300
317,uray,60.1247,64.7758,245.86,96,70,1.79,RU,1704057414
318,ubiaja,6.655,6.3869,299.41,36,0,0.2,NG,1704057414
319,kununurra,-15.7667,128.7333,299.14,89,100,2.06,AU,1704057414
320,timimoun,29.2639,0.231,286.36,33,0,2.57,DZ,1704057414
321,south gate,33.9547,-118.212,289.81,81,75,4.12,US,1704057216
322,dryden,49.7833,-92.7503,262.31,85,0,0.0,CA,1704057414
323,taltal,-25.4,-70.4833,294.01,70,28,3.52,CL,1704057415
324,palikir - national government center,6.9248,158.1611,301.56,79,40,3.6,FM,1704057415
325,papao,-17.75,-149.55,303.97,80,98,5.48,PF,1704057415
326,happy valley-goose bay,53.3168,-60.3315,265.32,62,75,6.69,CA,1704057366
327,saint-philippe,-21.3585,55.7679,299.92,86,100,4.85,RE,1704057415
328,galax,36.6612,-80.924,282.26,51,40,1.79,US,1704057415
329,klyuchi,52.2667,79.1667,264.41,93,72,3.6,RU,1704057415
330,port augusta,-32.5,137.7667,294.34,35,74,2.72,AU,1704057416
331,colonia,50.9333,6.95,282.62,73,75,7.2,DE,1704057276
332,gobabis,-22.45,18.9667,297.92,13,13,4.19,NA,1704057416
333,tocopilla,-22.092,-70.1979,295.18,69,36,4.04,CL,1704057416
334,st. john's,47.5649,-52.7093,275.25,93,100,8.23,CA,1704057416
335,las lomitas,-24.7096,-60.593,307.99,34,78,2.9,AR,1704057416
336,bouca,6.5105,18.2733,297.19,26,2,1.44,CF,1704057416
337,nuuk,64.1835,-51.7216,270.49,59,100,2.57,GL,1704057060
338,nantucket,41.2835,-70.0995,276.53,65,100,4.63,US,1704057417
339,port douglas,-16.4833,145.4667,300.5,80,100,1.05,AU,1704057417
340,tupiza,-21.45,-65.7167,297.44,31,79,4.09,BO,1704057417
341,asha,54.9973,57.2722,273.81,98,100,3.13,RU,1704057417
342,payakumbuh,-0.2202,100.6308,295.2,99,100,0.55,ID,1704057418
343,al bayda',32.7627,21.7551,283.7,89,100,2.14,LY,1704057418
344,lompoc,34.6391,-120.4579,288.58,62,20,2.57,US,1704057277
345,phek,25.6667,94.5,277.26,98,35,0.79,IN,1704057418
346,sinjar,36.3209,41.8754,281.92,55,93,1.34,IQ,1704057418
347,jayapura,-2.5333,140.7,298.81,91,51,2.34,ID,1704057418
348,alcantara,-2.4089,-44.4147,299.26,81,99,2.95,BR,1704057418
349,shepetivka,50.1855,27.0637,276.1,91,77,2.64,UA,1704057419
350,gornozavodsk,58.3758,58.3211,258.9,94,100,6.99,RU,1704057419
351,polyarnyy,69.1989,33.4478,259.86,98,98,2.72,RU,1704057419
352,ad dilam,23.9915,47.1627,291.38,64,5,4.05,SA,1704057419
353,bikenibeu village,1.3673,173.1241,303.13,74,75,4.12,KI,1704057419
354,popondetta,-8.7537,148.2534,298.51,84,83,0.75,PG,1704057419
355,rameswaram,9.2833,79.3,300.54,69,93,8.61,IN,1704057420
356,pijijiapan,15.7011,-93.23,305.36,40,0,3.97,MX,1704057420
357,east london,-33.0153,27.9116,293.77,86,100,6.09,ZA,1704057137
358,puerto eldorado,-26.4084,-54.6946,305.28,43,100,1.03,AR,1704057420
359,balqash,46.8481,74.995,265.54,91,41,1.59,KZ,1704057420
360,kruisfontein,-34.0033,24.7314,291.42,93,100,6.27,ZA,1704057420
361,kapit,2.0167,112.9333,296.67,100,100,0.38,MY,1704057421
362,tucumcari,35.1717,-103.725,283.12,49,0,2.57,US,1704057421
363,lebu,-37.6167,-73.65,290.05,71,6,3.41,CL,1704057421
364,muynoq,43.7683,59.0214,276.61,50,97,4.75,UZ,1704057421
365,ahuachapan,13.9214,-89.845,302.26,36,0,1.83,SV,1704057421
366,hutchinson,38.0608,-97.9298,272.12,80,100,6.69,US,1704057422
367,solan,30.9167,77.1167,279.72,52,0,1.97,IN,1704057422
368,el granada,37.5027,-122.4694,288.68,83,0,2.57,US,1704057422
369,camara de lobos,32.6333,-16.9667,292.5,87,40,3.09,PT,1704057422
370,tyuratam,45.6507,63.3156,274.79,54,100,4.62,KZ,1704057422
371,turpan,42.9333,89.1667,270.49,53,54,0.38,CN,1704057422
372,umm kaddadah,13.6017,26.6876,290.53,30,9,5.14,SD,1704057422
373,wellington,-41.2866,174.7756,292.36,65,12,3.09,NZ,1704057290
374,kiama,-34.6833,150.8667,293.15,94,98,2.3,AU,1704057317
375,val-d'or,48.1002,-77.7828,266.2,86,100,3.09,CA,1704057423
376,quepos,9.4236,-84.1652,301.6,73,11,1.84,CR,1704057423
377,el aioun,34.5832,-2.5061,285.11,36,76,1.55,MA,1704057423
378,pingliang,35.5392,106.6861,271.37,53,7,1.03,CN,1704057423
379,sal rei,16.1833,-22.9167,297.19,72,0,5.28,CV,1704057424
380,tor lupara,42.0017,12.6219,287.09,90,100,4.02,IT,1704057424
381,sibolga,1.7427,98.7792,297.69,95,100,1.23,ID,1704057424
382,yuzhno-kurilsk,44.0306,145.8556,270.03,78,100,10.79,RU,1704057424
383,shafter,35.5005,-119.2718,287.07,63,100,0.72,US,1704057336
384,acapulco de juarez,16.8634,-99.8901,302.05,61,20,5.66,MX,1704057309
385,pittsfield,42.4501,-73.2454,273.98,77,100,4.12,US,1704057373
386,luoyang,34.6836,112.4536,272.6,80,4,1.91,CN,1704057425
387,sisimiut,66.9395,-53.6735,262.7,63,35,5.24,GL,1704057425
388,dadukou,26.5479,101.7054,281.07,74,1,0.47,CN,1704057425
389,kargasok,59.0556,80.8572,258.13,93,100,4.02,RU,1704057425
390,sand springs,36.1398,-96.1089,277.47,75,100,7.2,US,1704057425
391,vilhena,-12.7406,-60.1458,298.27,88,40,3.09,BR,1704057425
392,dayton,39.7589,-84.1916,277.96,90,100,10.8,US,1704057316
393,okhotsk,59.3833,143.3,241.32,78,0,5.02,RU,1704057426
394,punta del este,-34.9667,-54.95,298.21,55,0,5.14,UY,1704057426
395,puerto aysen,-45.4,-72.7,296.26,36,92,2.59,CL,1704057417
396,jijiga,9.35,42.8,290.48,38,6,3.73,ET,1704057426
397,yamada,39.4667,141.95,275.58,94,98,4.4,JP,1704057426
398,enewetak,11.3474,162.3373,300.54,78,54,8.39,MH,1704057426
399,dolbeau-mistassini,48.8763,-72.212,265.51,76,88,3.2,CA,1704057334
400,fort st. john,56.2499,-120.8529,278.09,52,20,7.2,CA,1704057427
401,nishinoomote,30.7333,131.0,286.12,54,0,4.66,JP,1704057427
402,dalnerechensk,45.9339,133.7225,244.03,99,21,1.47,RU,1704057427
403,dunedin,-45.8742,170.5036,285.82,91,62,1.79,NZ,1704057377
404,grand falls-windsor,48.9332,-55.6649,273.99,87,58,0.89,CA,1704057427
405,bam,29.106,58.357,285.17,36,59,0.75,IR,1704057427
406,bengkulu,-3.8004,102.2655,297.8,91,100,1.84,ID,1704057428
407,mili,6.0815,171.735,301.11,80,25,8.01,MH,1704057428
408,hobro,56.6431,9.7903,278.8,94,100,7.46,DK,1704057428
409,roswell,34.0232,-84.3616,287.48,46,0,4.63,US,1704057404
410,sao gabriel,-30.3364,-54.32,296.8,64,97,2.78,BR,1704057428
411,floro,61.5996,5.0328,279.13,52,100,10.8,NO,1704057428
412,laojunmiao,39.8333,97.7333,266.66,42,17,0.61,CN,1704057428
413,thunder bay,48.4001,-89.3168,265.14,67,75,3.6,CA,1704057429
414,sambava,-14.2667,50.1667,298.88,89,100,1.47,MG,1704057429
415,wendouree,-37.55,143.8333,285.63,89,41,0.89,AU,1704057239
416,seven pagodas,12.6264,80.1722,297.18,66,100,3.84,IN,1704057429
417,teploye,53.6202,37.5903,266.58,88,89,6.13,RU,1704057429
418,kapuskasing,49.4169,-82.4331,262.2,79,100,1.54,CA,1704057302
419,grande prairie,55.1667,-118.8027,279.25,52,20,6.69,CA,1704057429
420,christchurch,-43.5333,172.6333,290.12,67,35,1.54,NZ,1704057430
421,chinsali,-10.5414,32.0816,291.37,94,100,0.87,ZM,1704057430
422,ankazoabo,-22.2833,44.5167,297.1,82,100,1.53,MG,1704057430
423,morshyn,49.1565,23.8723,278.6,81,87,3.66,UA,1704057430
424,darovskoy,58.77,47.9564,254.89,92,99,5.01,RU,1704057430
425,zouerate,22.7187,-12.4521,292.27,18,49,3.06,MR,1704057431
426,stephenville,32.2207,-98.2023,294.35,29,0,1.54,US,1704057431
427,itaituba,-4.2761,-55.9836,303.24,74,75,1.54,BR,1704057431
428,mount gambier,-37.8333,140.7667,287.33,82,88,3.91,AU,1704057431
429,new norfolk,-42.7826,147.0587,290.88,76,100,0.67,AU,1704057431
430,sevastopol,44.6,33.5333,281.75,63,1,1.97,UA,1704057431
431,anse a galets,18.8317,-72.8642,300.68,71,53,4.7,HT,1704057432
432,bubaque,11.2833,-15.8333,299.63,72,96,5.39,GW,1704057432
433,khunti,23.0833,85.2833,286.42,58,0,1.45,IN,1704057432
434,lazaro cardenas,17.9583,-102.2,300.45,57,46,3.87,MX,1704057197
435,mar del plata,-38.0023,-57.5575,302.01,42,72,5.36,AR,1704057184
436,bandon,51.7469,-8.7425,279.92,73,19,10.03,IE,1704057432
437,mil'kovo,55.6078,37.7956,265.01,70,100,7.25,RU,1704057432
438,manaure,11.7751,-72.4445,301.52,69,68,9.15,CO,1704057432
439,banda aceh,5.5577,95.3222,298.85,82,98,3.58,ID,1704057433
440,port isabel,26.0734,-97.2086,299.2,68,0,9.77,US,1704057433
441,chamonix-mont-blanc,45.9238,6.8693,275.87,97,99,2.17,FR,1704057433
442,namanga,-2.5433,36.7905,293.06,84,100,2.16,KE,1704057433
443,lensk,60.7253,114.9278,263.24,92,100,3.51,RU,1704057433
444,pons,45.5799,-0.5478,282.12,87,75,6.17,FR,1704057433
445,shubarshi,48.5872,57.1869,275.73,77,100,8.89,KZ,1704057434
446,arkhangel'sk,64.5401,40.5433,246.21,76,20,2.0,RU,1704057434
447,kill devil hills,36.0307,-75.676,284.15,65,0,1.54,US,1704057434
448,watampone,-4.5386,120.3279,298.95,87,100,1.27,ID,1704057277
449,fort bragg,35.139,-79.006,286.06,52,0,3.09,US,1704057434
450,ponta delgada,37.7333,-25.6667,291.59,82,20,3.6,PT,1704057434
451,hirekerur,14.4667,75.3833,291.82,64,3,3.89,IN,1704057435
452,bathsheba,13.2167,-59.5167,301.49,74,40,5.14,BB,1704057374
453,aykhal,66.0,111.5,250.74,100,100,0.69,RU,1704057435
454,yaren,-0.5472,166.916,301.73,76,76,5.15,NR,1704057435
455,adrar,20.5022,-10.0711,291.48,17,0,3.95,MR,1704057435
456,pella,59.7775,30.8181,258.0,98,96,1.6,RU,1704057435
457,yanykurgan,43.915,67.2481,273.92,57,95,2.85,KZ,1704057435
458,sola,-13.8833,167.55,301.12,79,99,7.76,VU,1704057436
459,abaza,52.655,90.0928,268.13,84,100,3.31,RU,1704057436
460,yesilyurt,38.2972,38.2497,272.12,64,54,0.01,TR,1704057436
461,khash,28.2211,61.2158,283.47,44,11,0.9,IR,1704057436
462,boa vista,2.8197,-60.6733,307.14,38,20,6.17,BR,1704057436
463,ormara,25.2088,64.6357,295.65,69,0,1.37,PK,1704057436
464,prado,-17.3411,-39.2208,299.68,77,93,2.68,BR,1704057437
465,nakuru,-0.2833,36.0667,290.24,84,100,1.03,KE,1704057437
466,nar'yan-mar,67.6713,53.087,252.0,100,100,3.52,RU,1704057299
467,kerikeri,-35.2268,173.9474,294.77,75,86,1.34,NZ,1704057437
468,dzerzhinskoye,56.8344,95.2283,265.37,80,100,5.25,RU,1704057245
469,byron bay,-28.65,153.6167,295.77,87,97,5.55,AU,1704057345
470,dolinsk,47.35,142.8,254.66,89,31,2.7,RU,1704057438
471,minot,48.2325,-101.2963,271.21,68,0,5.66,US,1704057142
472,khagrachhari,23.1,91.9667,287.36,96,0,0.53,BD,1704057438
473,rajmahal,25.05,87.8333,288.55,63,0,2.24,IN,1704057438
474,vila velha,-20.3297,-40.2925,298.12,89,75,5.81,BR,1704057438
475,paita,-5.0892,-81.1144,297.99,73,98,8.08,PE,1704057438
476,molalla,45.1473,-122.577,282.27,82,100,2.06,US,1704057438
477,torata,-17.0769,-70.8433,291.96,56,52,4.56,PE,1704057439
478,jati,24.3539,68.2671,291.2,22,0,4.38,PK,1704057439
479,tenenkou,14.4572,-4.9169,297.44,14,1,4.55,ML,1704057439
480,jianshui,23.6363,102.8264,282.96,89,1,0.59,CN,1704057439
481,severnoye,56.3491,78.3619,257.85,96,100,3.73,RU,1704057439
482,riosucio,5.4216,-75.7032,294.26,75,100,0.81,CO,1704057439
483,hurricane,37.1753,-113.2899,285.7,26,4,1.34,US,1704057440
484,guskhara,23.5,87.75,289.29,55,0,1.92,IN,1704057440
485,margate,51.3813,1.3862,281.98,76,100,4.92,GB,1704057440
486,ambon,-3.6954,128.1814,299.23,94,40,2.57,ID,1704057440
487,itoman,26.1247,127.6694,291.16,55,75,6.17,JP,1704057440
488,mentougou,39.9392,116.0917,262.67,91,95,0.83,CN,1704057441
489,salekhard,66.53,66.6019,250.99,98,100,1.49,RU,1704057441
490,galveston,29.3669,-94.9669,297.06,63,0,4.12,US,1704057153
491,sebezh,56.2955,28.4654,267.02,68,81,2.34,RU,1704057441
492,chimbote,-9.0853,-78.5783,296.58,77,94,4.95,PE,1704057230
493,nagqu,31.5,92.0,260.44,69,100,1.15,CN,1704057441
494,bethanie,-26.4833,17.15,298.27,35,0,4.44,NA,1704057441
495,nagasaki,32.7447,129.8736,283.62,62,35,5.1,JP,1704057442
496,shagonar,51.5333,92.8,253.01,97,100,0.63,RU,1704057442
497,ierapetra,35.01,25.7353,289.34,82,100,0.45,GR,1704057442
498,sao jose da coroa grande,-8.8978,-35.1478,300.58,76,45,3.89,BR,1704057442
499,panjab,34.388,67.0233,267.63,63,0,0.99,AF,1704057442
500,bridgewater,44.3835,-64.5155,272.97,90,58,4.12,CA,1704057442
501,vuktyl,63.8567,57.3094,238.77,100,26,0.89,RU,1704057442
502,savanna-la-mar,18.219,-78.1332,299.22,77,96,4.83,JM,1704057443
503,wotho,10.1657,166.0102,300.61,83,48,8.48,MH,1704057443
504,padang,-0.9492,100.3543,297.62,97,100,1.24,ID,1704057443
505,miagao,10.6442,122.2352,298.68,88,39,4.39,PH,1704057443
506,mampong,7.0627,-1.4001,298.55,33,8,1.34,GH,1704057443
507,coxim,-18.5067,-54.76,303.11,60,100,0.77,BR,1704057444
508,ippy,6.2679,21.2247,297.68,32,74,1.57,CF,1704057444
509,juba,4.8517,31.5825,300.04,28,86,1.41,SS,1704057444
510,al jawf,29.5,38.75,286.39,66,59,2.38,SA,1704057444
511,reggane,26.7158,0.1714,291.45,20,0,3.21,DZ,1704057444
512,waajid,3.8096,43.2463,301.14,35,89,5.41,SO,1704057444
513,constantia,44.1833,28.65,276.53,84,6,4.48,RO,1704057445
514,piton saint-leu,-21.2196,55.3151,298.21,74,0,2.57,RE,1704057445
515,winnemucca,40.973,-117.7357,282.18,49,0,1.54,US,1704057147
516,buta,2.7858,24.73,296.34,47,6,0.57,CD,1704057445
517,port-cartier,50.0334,-66.8654,267.97,67,14,4.59,CA,1704057445
518,antonio enes,-16.2325,39.9086,299.88,80,100,2.69,MZ,1704057445
519,xam nua,20.4197,104.0439,287.26,97,81,1.09,LA,1704057446
520,piat,17.7905,121.478,296.37,95,95,1.34,PH,1704057446
521,sharan,54.8167,54.0,273.26,96,100,7.83,RU,1704057446
522,novaya igirma,57.1334,103.9112,267.32,92,100,4.53,RU,1704057446
523,kenai,60.5544,-151.2583,267.67,94,0,8.75,US,1704057446
524,san angelo,31.4638,-100.437,296.27,22,0,4.63,US,1704057335
525,cidade velha,14.9167,-23.6167,297.41,73,40,6.17,CV,1704057446
526,guanica,17.9716,-66.908,301.28,52,93,0.88,PR,1704057447
527,erdenet,49.0333,104.0833,255.29,83,7,2.06,MN,1704057447
528,balabac,7.9868,117.0645,300.4,83,85,4.17,PH,1704057447
529,nouadhibou,20.931,-17.0347,295.14,46,99,6.69,MR,1704057447
530,osakarovka,50.565,72.5692,271.72,95,100,7.03,KZ,1704057447
531,chu,43.5983,73.7614,270.26,82,88,1.5,KZ,1704057447
532,bandrele,-12.9067,45.1914,302.01,84,0,1.54,YT,1704057448
533,ashland,40.8167,-82.2665,277.13,95,100,3.07,US,1704057448
534,bayanhongor,46.7167,100.1167,249.93,70,23,1.68,MN,1704057448
535,kangding,30.0513,101.9603,275.76,37,60,1.63,CN,1704057448
536,ressano garcia,-25.442,31.9913,294.35,91,44,0.72,MZ,1704057448
537,tromso,69.6496,18.957,267.16,63,0,6.17,NO,1704057448
538,kimbe,-5.5502,150.1429,299.07,91,38,0.7,PG,1704057448
539,midvagur,62.0511,-7.1939,280.61,87,100,16.46,FO,1704057449
540,ranapur,22.65,74.5333,292.44,54,0,1.9,IN,1704057449
541,asipovichy,53.2933,28.6422,271.53,90,72,1.2,BY,1704057449
542,ha long,20.9511,107.08,292.92,80,56,1.67,VN,1704057449
543,ifrane,33.3333,-5.25,278.83,26,85,2.43,MA,1704057449
544,caleta de carquin,-11.0925,-77.6267,297.24,75,66,5.59,PE,1704057449
545,sao francisco,-15.9486,-44.8644,296.08,93,100,1.29,BR,1704057449
546,morondava,-20.2833,44.2833,301.61,75,98,3.77,MG,1704057450
547,cannonvale,-20.2833,148.7,297.81,79,86,4.12,AU,1704057450
548,tondano,1.3038,124.9112,293.2,92,85,0.57,ID,1704057450
549,kourou,5.1552,-52.6478,302.18,73,97,2.14,GF,1704057450
550,yakeshi,49.2833,120.7333,260.67,94,100,4.95,CN,1704057450
551,antigonish,45.6169,-61.9986,273.05,85,95,1.79,CA,1704057450
552,kailua-kona,19.6406,-155.9956,301.08,68,20,3.13,US,1704057451
553,aripuana,-9.1667,-60.6333,303.67,54,99,1.16,BR,1704057451
554,mangai,-4.05,19.5333,294.7,90,100,0.8,CD,1704057451
555,evora,38.5667,-7.9,282.22,100,100,1.82,PT,1704057451
556,mont-tremblant,46.1949,-74.6264,266.81,62,36,1.97,CA,1704056973
557,coahuayana de hidalgo,18.7,-103.6583,301.91,50,59,2.76,MX,1704057451
558,sant celoni,41.6833,2.4833,285.14,79,78,1.93,ES,1704057451
